season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2010,106,Round 14,2010-07-02,MCG,Hawthorn,Western Bulldogs,79,76,12,11,7,10
2010,107,Round 14,2010-07-03,Subiaco Oval,Fremantle,Port Adelaide,115,58,17,8,13,10
2010,108,Round 14,2010-07-03,Docklands Stadium,Collingwood,West Coast,135,52,20,7,15,10
2010,109,Round 14,2010-07-03,Football Park,Adelaide,Essendon,124,40,19,5,10,10
2010,110,Round 14,2010-07-04,Kardinia Park,Geelong,North Melbourne,98,63,14,9,14,9
2010,111,Round 14,2010-07-04,MCG,Richmond,Sydney,89,85,14,12,5,13
2010,112,Round 14,2010-07-04,Docklands Stadium,St Kilda,Melbourne,100,65,15,9,10,11
2010,113,Round 15,2010-07-09,Football Park,Port Adelaide,Collingwood,79,105,12,16,7,9
2010,114,Round 15,2010-07-10,Subiaco Oval,West Coast,Adelaide,95,117,14,17,11,15
2010,115,Round 15,2010-07-10,MCG,Geelong,Hawthorn,85,83,12,11,13,17
2010,116,Round 15,2010-07-10,Docklands Stadium,Richmond,Fremantle,100,81,15,11,10,15
2010,117,Round 15,2010-07-10,Gabba,Brisbane Lions,St Kilda,65,79,10,11,5,13
2010,118,Round 15,2010-07-11,SCG,Sydney,North Melbourne,85,55,12,7,13,13
2010,119,Round 15,2010-07-11,MCG,Melbourne,Essendon,122,103,19,14,8,19
2010,120,Round 15,2010-07-11,Docklands Stadium,Carlton,Western Bulldogs,58,126,8,20,10,6
2010,121,Round 16,2010-07-16,Football Park,Adelaide,Geelong,74,63,11,9,8,9
2010,122,Round 16,2010-07-17,MCG,Collingwood,St Kilda,100,52,15,6,10,16
2010,123,Round 16,2010-07-17,York Park,Hawthorn,Brisbane Lions,118,43,17,7,16,1
2010,124,Round 16,2010-07-17,Docklands Stadium,Essendon,West Coast,100,132,14,20,16,12
2010,125,Round 16,2010-07-17,Marrara Oval,Western Bulldogs,Port Adelaide,83,47,12,7,11,5
2010,126,Round 16,2010-07-18,Docklands Stadium,Carlton,Sydney,68,107,10,16,8,11
2010,127,Round 16,2010-07-18,MCG,Richmond,North Melbourne,53,103,7,15,11,13
2010,128,Round 16,2010-07-18,Subiaco Oval,Fremantle,Melbourne,82,71,11,10,16,11
2010,129,Round 17,2010-07-23,Docklands Stadium,St Kilda,Hawthorn,87,87,14,13,3,9
2010,130,Round 17,2010-07-24,MCG,Collingwood,Richmond,127,45,19,6,13,9
2010,131,Round 17,2010-07-24,Kardinia Park,Geelong,Brisbane Lions,127,64,19,9,13,10
2010,132,Round 17,2010-07-24,Docklands Stadium,North Melbourne,Essendon,119,122,18,18,11,14
2010,133,Round 17,2010-07-24,Subiaco Oval,West Coast,Carlton,83,109,11,15,17,19
2010,134,Round 17,2010-07-25,Docklands Stadium,Western Bulldogs,Fremantle,158,76,24,12,14,4
2010,135,Round 17,2010-07-25,MCG,Melbourne,Sydney,142,69,22,10,10,9
2010,136,Round 17,2010-07-25,Football Park,Port Adelaide,Adelaide,88,69,13,9,10,15
2010,137,Round 18,2010-07-30,Docklands Stadium,Essendon,St Kilda,108,75,16,11,12,9
2010,138,Round 18,2010-07-31,MCG,Collingwood,Carlton,105,57,15,9,15,3
2010,139,Round 18,2010-07-31,Football Park,Port Adelaide,Hawthorn,92,84,13,12,14,12
2010,140,Round 18,2010-07-31,Stadium Australia,Sydney,Geelong,72,125,9,20,18,5
2010,141,Round 18,2010-07-31,Gabba,Brisbane Lions,Melbourne,64,74,9,11,10,8
2010,142,Round 18,2010-08-01,MCG,Richmond,Adelaide,100,80,15,11,10,14
2010,143,Round 18,2010-08-01,Docklands Stadium,Western Bulldogs,North Melbourne,143,72,22,10,11,12
2010,144,Round 18,2010-08-01,Subiaco Oval,Fremantle,West Coast,160,85,24,13,16,7
2010,145,Round 19,2010-08-06,MCG,Essendon,Carlton,73,149,9,23,19,11
2010,146,Round 19,2010-08-07,Docklands Stadium,North Melbourne,Fremantle,123,69,19,10,9,9
2010,147,Round 19,2010-08-07,SCG,Sydney,Hawthorn,129,85,19,13,15,7
2010,148,Round 19,2010-08-07,MCG,Geelong,Collingwood,85,107,12,14,13,23
2010,149,Round 19,2010-08-07,Subiaco Oval,West Coast,Brisbane Lions,65,70,9,10,11,10
2010,150,Round 19,2010-08-08,Docklands Stadium,St Kilda,Port Adelaide,151,57,23,8,13,9
2010,151,Round 19,2010-08-08,MCG,Melbourne,Richmond,109,80,16,11,13,14
2010,152,Round 19,2010-08-08,Football Park,Adelaide,Western Bulldogs,53,61,7,8,11,13
2010,153,Round 20,2010-08-13,MCG,Essendon,Collingwood,64,162,10,24,4,18
2010,154,Round 20,2010-08-14,MCG,Carlton,Richmond,156,67,23,10,18,7
2010,155,Round 20,2010-08-14,Subiaco Oval,Fremantle,Sydney,87,96,13,14,9,12
2010,156,Round 20,2010-08-14,Docklands Stadium,Western Bulldogs,Geelong,60,161,9,25,6,11
2010,157,Round 20,2010-08-14,Football Park,Port Adelaide,West Coast,61,60,8,8,13,12
2010,158,Round 20,2010-08-15,Gabba,Brisbane Lions,Adelaide,97,104,13,15,19,14
2010,159,Round 20,2010-08-15,MCG,Hawthorn,Melbourne,99,78,15,12,9,6
2010,160,Round 20,2010-08-15,Docklands Stadium,North Melbourne,St Kilda,63,115,9,17,9,13
2010,161,Round 21,2010-08-20,Docklands Stadium,Geelong,Carlton,121,79,18,12,13,7
2010,162,Round 21,2010-08-21,Docklands Stadium,St Kilda,Richmond,115,94,17,14,13,10
2010,163,Round 21,2010-08-21,York Park,Hawthorn,Fremantle,155,39,24,5,11,9
2010,164,Round 21,2010-08-21,MCG,Collingwood,Adelaide,54,51,6,7,18,9
2010,165,Round 21,2010-08-21,SCG,Sydney,Western Bulldogs,114,70,17,10,12,10
2010,166,Round 21,2010-08-22,Football Park,Port Adelaide,Melbourne,112,83,17,11,10,17
2010,167,Round 21,2010-08-22,Docklands Stadium,Essendon,Brisbane Lions,68,95,10,14,8,11
2010,168,Round 21,2010-08-22,Subiaco Oval,West Coast,North Melbourne,94,110,14,16,10,14
2010,169,Round 22,2010-08-27,Subiaco Oval,Fremantle,Carlton,93,87,13,13,15,9
2010,170,Round 22,2010-08-28,Kardinia Park,Geelong,West Coast,112,68,16,10,16,8
2010,171,Round 22,2010-08-28,MCG,Hawthorn,Collingwood,98,95,15,13,8,17
2010,172,Round 22,2010-08-28,Football Park,Adelaide,St Kilda,65,37,9,5,11,7
2010,173,Round 22,2010-08-28,Docklands Stadium,Western Bulldogs,Essendon,107,78,17,11,5,12
2010,174,Round 22,2010-08-28,Gabba,Brisbane Lions,Sydney,68,106,10,16,8,10
2010,175,Round 22,2010-08-29,Docklands Stadium,Richmond,Port Adelaide,112,122,16,18,16,14
2010,176,Round 22,2010-08-29,MCG,Melbourne,North Melbourne,103,113,15,17,13,11
