season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2017,117,Round 14,2017-06-25,Docklands Stadium,St Kilda,Gold Coast,104,72,14,10,20,12
2017,118,Round 15,2017-06-30,MCG,Melbourne,Sydney,50,85,7,11,8,19
2017,119,Round 15,2017-07-01,Docklands Stadium,Western Bulldogs,West Coast,80,87,11,12,14,15
2017,120,Round 15,2017-07-01,MCG,Carlton,Adelaide,77,89,12,13,5,11
2017,121,Round 15,2017-07-01,Carrara Stadium,Gold Coast,North Melbourne,118,99,18,14,10,15
2017,122,Round 15,2017-07-01,Sydney Showground Stadium,Greater Western Sydney,Geelong,68,68,10,10,8,8
2017,123,Round 15,2017-07-01,Adelaide Oval,Port Adelaide,Richmond,63,76,8,11,15,10
2017,124,Round 15,2017-07-02,Docklands Stadium,Essendon,Brisbane Lions,82,90,11,13,16,12
2017,125,Round 15,2017-07-02,MCG,Hawthorn,Collingwood,118,94,18,14,10,10
2017,126,Round 15,2017-07-02,Subiaco Oval,Fremantle,St Kilda,80,89,12,12,8,17
2017,127,Round 16,2017-07-07,Adelaide Oval,Adelaide,Western Bulldogs,104,45,16,5,8,15
2017,128,Round 16,2017-07-08,York Park,Hawthorn,Greater Western Sydney,97,97,14,15,13,7
2017,129,Round 16,2017-07-08,MCG,Collingwood,Essendon,80,117,12,18,8,9
2017,130,Round 16,2017-07-08,SCG,Sydney,Gold Coast,118,51,17,7,16,9
2017,131,Round 16,2017-07-08,Gabba,Brisbane Lions,Geelong,78,163,11,25,12,13
2017,132,Round 16,2017-07-08,Docklands Stadium,St Kilda,Richmond,138,71,21,10,12,11
2017,133,Round 16,2017-07-09,Docklands Stadium,North Melbourne,Fremantle,82,86,12,13,10,8
2017,134,Round 16,2017-07-09,MCG,Carlton,Melbourne,82,90,12,14,10,6
2017,135,Round 16,2017-07-09,Subiaco Oval,West Coast,Port Adelaide,88,120,13,18,10,12
2017,136,Round 17,2017-07-14,Docklands Stadium,St Kilda,Essendon,57,118,7,17,15,16
2017,137,Round 17,2017-07-15,MCG,Geelong,Hawthorn,88,85,13,12,10,13
2017,138,Round 17,2017-07-15,Adelaide Oval,Port Adelaide,North Melbourne,127,57,19,8,13,9
2017,139,Round 17,2017-07-15,Carrara Stadium,Gold Coast,Collingwood,88,103,13,15,10,13
2017,140,Round 17,2017-07-15,Sydney Showground Stadium,Greater Western Sydney,Sydney,83,96,12,14,11,12
2017,141,Round 17,2017-07-15,Marrara Oval,Melbourne,Adelaide,70,116,10,17,10,14
2017,142,Round 17,2017-07-16,Docklands Stadium,Richmond,Brisbane Lions,112,81,16,12,16,9
2017,143,Round 17,2017-07-16,MCG,Carlton,Western Bulldogs,62,82,9,12,8,10
2017,144,Round 17,2017-07-16,Subiaco Oval,Fremantle,West Coast,44,74,5,11,14,8
2017,145,Round 18,2017-07-21,Adelaide Oval,Adelaide,Geelong,91,70,13,10,13,10
2017,146,Round 18,2017-07-22,Docklands Stadium,Essendon,North Melbourne,132,105,20,16,12,9
2017,147,Round 18,2017-07-22,MCG,Melbourne,Port Adelaide,88,65,13,9,10,11
2017,148,Round 18,2017-07-22,Cazaly's Stadium,Western Bulldogs,Gold Coast,110,56,16,8,14,8
2017,149,Round 18,2017-07-22,SCG,Sydney,St Kilda,101,59,14,9,17,5
2017,150,Round 18,2017-07-22,Subiaco Oval,Fremantle,Hawthorn,48,100,7,15,6,10
2017,151,Round 18,2017-07-23,MCG,Richmond,Greater Western Sydney,64,45,9,6,10,9
2017,152,Round 18,2017-07-23,Docklands Stadium,Collingwood,West Coast,93,85,13,13,15,7
2017,153,Round 18,2017-07-23,Gabba,Brisbane Lions,Carlton,112,82,17,11,10,16
2017,154,Round 19,2017-07-28,MCG,Hawthorn,Sydney,72,66,10,9,12,12
2017,155,Round 19,2017-07-29,Bellerive Oval,North Melbourne,Melbourne,76,72,11,10,10,12
2017,156,Round 19,2017-07-29,Sydney Showground Stadium,Greater Western Sydney,Fremantle,98,86,13,13,20,8
2017,157,Round 19,2017-07-29,Adelaide Oval,Port Adelaide,St Kilda,63,61,9,8,9,13
2017,158,Round 19,2017-07-29,Carrara Stadium,Gold Coast,Richmond,65,98,10,14,5,14
2017,159,Round 19,2017-07-29,Docklands Stadium,Carlton,Geelong,58,123,8,18,10,15
2017,160,Round 19,2017-07-30,Docklands Stadium,Western Bulldogs,Essendon,127,97,19,13,13,19
2017,161,Round 19,2017-07-30,MCG,Collingwood,Adelaide,103,103,15,16,13,7
2017,162,Round 19,2017-07-30,Subiaco Oval,West Coast,Brisbane Lions,113,45,17,6,11,9
2017,163,Round 20,2017-08-04,Kardinia Park,Geelong,Sydney,61,107,8,16,13,11
2017,164,Round 20,2017-08-05,Manuka Oval,Greater Western Sydney,Melbourne,97,62,14,10,13,2
2017,165,Round 20,2017-08-05,MCG,Essendon,Carlton,84,76,11,11,18,10
2017,166,Round 20,2017-08-05,Gabba,Brisbane Lions,Western Bulldogs,89,103,13,14,11,19
2017,167,Round 20,2017-08-05,Docklands Stadium,North Melbourne,Collingwood,57,111,7,16,15,15
2017,168,Round 20,2017-08-05,Subiaco Oval,Fremantle,Gold Coast,90,67,12,10,18,7
2017,169,Round 20,2017-08-06,Docklands Stadium,St Kilda,West Coast,103,95,15,14,13,11
2017,170,Round 20,2017-08-06,MCG,Richmond,Hawthorn,93,64,13,9,15,10
2017,171,Round 20,2017-08-06,Adelaide Oval,Adelaide,Port Adelaide,130,46,18,7,22,4
2017,172,Round 21,2017-08-11,Docklands Stadium,Western Bulldogs,Greater Western Sydney,57,105,7,16,15,9
2017,173,Round 21,2017-08-12,SCG,Sydney,Fremantle,143,39,22,5,11,9
2017,174,Round 21,2017-08-12,Kardinia Park,Geelong,Richmond,80,66,11,9,14,12
2017,175,Round 21,2017-08-12,Gabba,Brisbane Lions,Gold Coast,142,84,22,12,10,12
2017,176,Round 21,2017-08-12,Docklands Stadium,Essendon,Adelaide,80,123,12,18,8,15
2017,177,Round 21,2017-08-12,Subiaco Oval,West Coast,Carlton,100,83,15,12,10,11
2017,178,Round 21,2017-08-13,MCG,Melbourne,St Kilda,96,72,14,10,12,12
2017,179,Round 21,2017-08-13,York Park,Hawthorn,North Melbourne,116,89,18,14,8,5
2017,180,Round 21,2017-08-13,Adelaide Oval,Port Adelaide,Collingwood,98,71,14,10,14,11
2017,181,Round 22,2017-08-18,Adelaide Oval,Adelaide,Sydney,80,83,11,13,14,5
2017,182,Round 22,2017-08-19,Eureka Stadium,Western Bulldogs,Port Adelaide,79,96,11,14,13,12
2017,183,Round 22,2017-08-19,MCG,Collingwood,Geelong,59,70,9,10,5,10
2017,184,Round 22,2017-08-19,Sydney Showground Stadium,Greater Western Sydney,West Coast,81,60,12,9,9,6
2017,185,Round 22,2017-08-19,Carrara Stadium,Gold Coast,Essendon,57,90,9,12,3,18
2017,186,Round 22,2017-08-19,Docklands Stadium,Carlton,Hawthorn,77,70,12,10,5,10
2017,187,Round 22,2017-08-20,MCG,Melbourne,Brisbane Lions,104,91,16,14,8,7
2017,188,Round 22,2017-08-20,Docklands Stadium,St Kilda,North Melbourne,127,78,18,12,19,6
2017,189,Round 22,2017-08-20,Subiaco Oval,Fremantle,Richmond,51,155,7,25,9,5
2017,190,Round 23,2017-08-25,Docklands Stadium,Hawthorn,Western Bulldogs,99,90,15,13,9,12
2017,191,Round 23,2017-08-26,MCG,Collingwood,Melbourne,99,83,14,12,15,11
2017,192,Round 23,2017-08-26,Gabba,Brisbane Lions,North Melbourne,79,130,11,19,13,16
2017,193,Round 23,2017-08-26,SCG,Sydney,Carlton,138,57,21,8,12,9
2017,194,Round 23,2017-08-26,Kardinia Park,Geelong,Greater Western Sydney,103,59,15,8,13,11
2017,195,Round 23,2017-08-26,Adelaide Oval,Port Adelaide,Gold Coast,135,20,20,3,15,2
2017,196,Round 23,2017-08-27,Docklands Stadium,Essendon,Fremantle,107,92,16,14,11,8
2017,197,Round 23,2017-08-27,MCG,Richmond,St Kilda,122,81,19,12,8,9
2017,198,Round 23,2017-08-27,Subiaco Oval,West Coast,Adelaide,100,71,15,10,10,11
