season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2014,1,Round 1,2014-03-14,Docklands Stadium,Collingwood,Fremantle,46,116,5,17,16,14
2014,2,Round 1,2014-03-15,Sydney Showground Stadium,Greater Western Sydney,Sydney,99,67,15,9,9,13
2014,3,Round 1,2014-03-15,Carrara Stadium,Gold Coast,Richmond,87,69,12,10,15,9
2014,4,Round 1,2014-03-16,Docklands Stadium,Carlton,Port Adelaide,87,120,12,18,15,12
2014,5,Round 1,2014-03-20,Kardinia Park,Geelong,Adelaide,119,81,18,12,11,9
2014,6,Round 1,2014-03-21,Docklands Stadium,North Melbourne,Essendon,60,99,9,15,6,9
2014,7,Round 1,2014-03-22,York Park,Hawthorn,Brisbane Lions,139,91,21,13,13,13
2014,8,Round 1,2014-03-22,Docklands Stadium,St Kilda,Melbourne,68,51,10,6,8,15
2014,9,Round 1,2014-03-23,Subiaco Oval,West Coast,Western Bulldogs,134,69,21,11,8,3
2014,10,Round 2,2014-03-27,MCG,Richmond,Carlton,98,86,14,12,14,14
2014,11,Round 2,2014-03-28,Docklands Stadium,Essendon,Hawthorn,86,90,12,13,14,12
2014,12,Round 2,2014-03-29,Docklands Stadium,St Kilda,Greater Western Sydney,95,88,15,13,5,10
2014,13,Round 2,2014-03-29,Adelaide Oval,Port Adelaide,Adelaide,127,73,19,11,13,7
2014,14,Round 2,2014-03-29,Subiaco Oval,Fremantle,Gold Coast,87,39,12,5,15,9
2014,15,Round 2,2014-03-29,Stadium Australia,Sydney,Collingwood,69,89,10,12,9,17
2014,16,Round 2,2014-03-30,Gabba,Brisbane Lions,Geelong,68,93,10,13,8,15
2014,17,Round 2,2014-03-30,MCG,Melbourne,West Coast,30,123,4,18,6,15
2014,18,Round 2,2014-03-30,Docklands Stadium,Western Bulldogs,North Melbourne,54,83,8,12,6,11
2014,19,Round 3,2014-04-04,MCG,Hawthorn,Fremantle,137,79,21,11,11,13
2014,20,Round 3,2014-04-05,Docklands Stadium,Western Bulldogs,Richmond,100,98,15,15,10,8
2014,21,Round 3,2014-04-05,Adelaide Oval,Adelaide,Sydney,71,134,9,21,17,8
2014,22,Round 3,2014-04-05,Carrara Stadium,Gold Coast,Brisbane Lions,114,61,17,9,12,7
2014,23,Round 3,2014-04-05,MCG,Collingwood,Geelong,76,87,11,12,10,15
2014,24,Round 3,2014-04-05,Subiaco Oval,West Coast,St Kilda,83,58,12,8,11,10
2014,25,Round 3,2014-04-06,Sydney Showground Stadium,Greater Western Sydney,Melbourne,79,47,10,7,19,5
2014,26,Round 3,2014-04-06,Docklands Stadium,North Melbourne,Port Adelaide,97,90,14,13,13,12
2014,27,Round 3,2014-04-06,MCG,Essendon,Carlton,138,57,21,8,12,9
2014,28,Round 4,2014-04-11,MCG,Richmond,Collingwood,72,110,10,16,12,14
2014,29,Round 4,2014-04-12,MCG,Carlton,Melbourne,58,81,7,12,16,9
2014,30,Round 4,2014-04-12,Adelaide Oval,Port Adelaide,Brisbane Lions,159,46,24,7,15,4
2014,31,Round 4,2014-04-12,Manuka Oval,Greater Western Sydney,Western Bulldogs,83,110,12,17,11,8
2014,32,Round 4,2014-04-12,Carrara Stadium,Gold Coast,Hawthorn,49,148,7,23,7,10
2014,33,Round 4,2014-04-12,Kardinia Park,Geelong,West Coast,107,32,16,4,11,8
2014,34,Round 4,2014-04-13,SCG,Sydney,North Melbourne,48,91,6,13,12,13
2014,35,Round 4,2014-04-13,Docklands Stadium,St Kilda,Adelaide,50,136,7,20,8,16
2014,36,Round 4,2014-04-13,Subiaco Oval,Fremantle,Essendon,113,60,18,9,5,6
2014,37,Round 5,2014-04-17,Gabba,Brisbane Lions,Richmond,63,106,9,15,9,16
2014,38,Round 5,2014-04-19,MCG,Collingwood,North Melbourne,93,58,13,8,15,10
2014,39,Round 5,2014-04-19,SCG,Sydney,Fremantle,92,75,13,11,14,9
2014,40,Round 5,2014-04-19,Subiaco Oval,West Coast,Port Adelaide,56,70,7,10,14,10
2014,41,Round 5,2014-04-19,Docklands Stadium,Essendon,St Kilda,65,81,9,11,11,15
2014,42,Round 5,2014-04-20,Adelaide Oval,Adelaide,Greater Western Sydney,137,72,21,10,11,12
2014,43,Round 5,2014-04-20,MCG,Melbourne,Gold Coast,78,86,11,11,12,20
2014,44,Round 5,2014-04-20,Docklands Stadium,Western Bulldogs,Carlton,91,119,13,18,13,11
2014,45,Round 5,2014-04-21,MCG,Geelong,Hawthorn,106,87,15,12,16,15
2014,46,Round 6,2014-04-25,MCG,Collingwood,Essendon,83,60,12,8,11,12
2014,47,Round 6,2014-04-25,Subiaco Oval,Fremantle,North Melbourne,61,74,8,10,13,14
2014,48,Round 6,2014-04-25,Wellington Regional Stadium,St Kilda,Brisbane Lions,79,82,11,12,13,10
2014,49,Round 6,2014-04-26,Carrara Stadium,Gold Coast,Greater Western Sydney,134,94,20,13,14,16
2014,50,Round 6,2014-04-26,Docklands Stadium,Carlton,West Coast,92,89,14,12,8,17
2014,51,Round 6,2014-04-26,MCG,Melbourne,Sydney,38,69,5,9,8,15
2014,52,Round 6,2014-04-27,Docklands Stadium,Western Bulldogs,Adelaide,83,92,12,13,11,14
2014,53,Round 6,2014-04-27,MCG,Richmond,Hawthorn,52,118,7,18,10,10
2014,54,Round 6,2014-04-27,Adelaide Oval,Port Adelaide,Geelong,107,67,16,9,11,13
2014,55,Round 7,2014-05-02,MCG,Carlton,Collingwood,70,104,10,14,10,20
