season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2011,51,Round 7,2011-05-08,Docklands Stadium,Essendon,West Coast,106,90,16,12,10,18
2011,52,Round 7,2011-05-08,MCG,Melbourne,Adelaide,149,53,22,8,17,5
2011,53,Round 7,2011-05-09,Docklands Stadium,St Kilda,Carlton,81,84,12,11,9,18
2011,54,Round 8,2011-05-13,MCG,Geelong,Collingwood,65,62,8,9,17,8
2011,55,Round 8,2011-05-14,Docklands Stadium,North Melbourne,Melbourne,124,83,19,12,10,11
2011,56,Round 8,2011-05-14,Football Park,Adelaide,Gold Coast,130,73,20,9,10,19
2011,57,Round 8,2011-05-14,Gabba,Brisbane Lions,Essendon,66,102,9,15,12,12
2011,58,Round 8,2011-05-14,SCG,Sydney,Port Adelaide,121,59,18,9,13,5
2011,59,Round 8,2011-05-15,MCG,Hawthorn,St Kilda,99,69,14,10,15,9
2011,60,Round 8,2011-05-15,Docklands Stadium,Western Bulldogs,Richmond,153,118,23,18,15,10
2011,61,Round 8,2011-05-15,Subiaco Oval,West Coast,Fremantle,96,63,14,9,12,9
2011,62,Round 9,2011-05-20,Docklands Stadium,Carlton,Geelong,100,102,14,15,16,12
2011,63,Round 9,2011-05-21,Docklands Stadium,St Kilda,Melbourne,106,86,16,13,10,8
2011,64,Round 9,2011-05-21,Football Park,Port Adelaide,Fremantle,90,142,14,21,6,16
2011,65,Round 9,2011-05-21,Gabba,Brisbane Lions,North Melbourne,73,59,10,8,13,11
2011,66,Round 9,2011-05-21,MCG,Richmond,Essendon,105,89,16,13,9,11
2011,67,Round 9,2011-05-22,Docklands Stadium,Collingwood,Adelaide,135,92,20,14,15,8
2011,68,Round 9,2011-05-22,SCG,Sydney,Hawthorn,60,106,8,15,12,16
2011,69,Round 9,2011-05-22,Subiaco Oval,West Coast,Western Bulldogs,175,52,26,8,19,4
2011,70,Round 10,2011-05-27,MCG,Melbourne,Carlton,46,93,6,13,10,15
2011,71,Round 10,2011-05-28,Docklands Stadium,North Melbourne,Sydney,71,72,9,10,17,12
2011,72,Round 10,2011-05-28,Subiaco Oval,Fremantle,St Kilda,56,102,7,15,14,12
2011,73,Round 10,2011-05-28,Carrara Stadium,Gold Coast,Geelong,73,139,10,21,13,13
2011,74,Round 10,2011-05-28,Marrara Oval,Richmond,Port Adelaide,74,89,10,13,14,11
2011,75,Round 10,2011-05-29,Football Park,Adelaide,Brisbane Lions,61,101,8,15,13,11
2011,76,Round 10,2011-05-29,MCG,Collingwood,West Coast,105,53,16,7,9,11
2011,77,Round 10,2011-05-29,Docklands Stadium,Western Bulldogs,Hawthorn,62,91,9,13,8,13
2011,78,Round 11,2011-06-03,MCG,Essendon,Melbourne,68,101,10,15,8,11
2011,79,Round 11,2011-06-04,Subiaco Oval,West Coast,Gold Coast,85,67,13,10,7,7
2011,80,Round 11,2011-06-04,Kardinia Park,Geelong,Western Bulldogs,148,87,23,13,10,9
2011,81,Round 11,2011-06-04,MCG,Collingwood,St Kilda,108,51,16,7,12,9
2011,82,Round 11,2011-06-04,Gabba,Brisbane Lions,Sydney,51,116,7,17,9,14
2011,83,Round 11,2011-06-05,MCG,Hawthorn,Fremantle,111,89,17,13,9,11
2011,84,Round 11,2011-06-05,Docklands Stadium,North Melbourne,Adelaide,115,68,18,10,7,8
2011,85,Round 11,2011-06-05,Football Park,Port Adelaide,Carlton,49,111,7,16,7,15
2011,86,Round 12,2011-06-10,Docklands Stadium,St Kilda,Western Bulldogs,81,57,12,8,9,9
2011,87,Round 12,2011-06-11,Football Park,Adelaide,West Coast,67,106,10,15,7,16
2011,88,Round 12,2011-06-11,Carrara Stadium,Gold Coast,North Melbourne,63,122,9,18,9,14
2011,89,Round 12,2011-06-11,MCG,Geelong,Hawthorn,88,83,13,13,10,5
2011,90,Round 12,2011-06-12,Docklands Stadium,Carlton,Brisbane Lions,124,63,19,9,10,9
2011,91,Round 12,2011-06-12,SCG,Sydney,Richmond,75,65,9,9,21,11
2011,92,Round 12,2011-06-12,Subiaco Oval,Fremantle,Essendon,98,64,15,9,8,10
2011,93,Round 12,2011-06-13,MCG,Melbourne,Collingwood,41,129,6,19,5,15
2011,94,Round 13,2011-06-17,Docklands Stadium,Western Bulldogs,Adelaide,100,70,14,10,16,10
2011,95,Round 13,2011-06-18,York Park,Hawthorn,Gold Coast,129,58,19,8,15,10
2011,96,Round 13,2011-06-18,Docklands Stadium,Essendon,North Melbourne,90,111,12,17,18,9
2011,97,Round 13,2011-06-18,Gabba,Brisbane Lions,Richmond,94,125,14,18,10,17
2011,98,Round 13,2011-06-18,MCG,St Kilda,Geelong,72,100,11,15,6,10
2011,99,Round 13,2011-06-19,MCG,Melbourne,Fremantle,149,60,22,8,17,12
2011,100,Round 13,2011-06-19,Docklands Stadium,Carlton,Sydney,100,66,15,10,10,6
2011,101,Round 13,2011-06-19,Subiaco Oval,West Coast,Port Adelaide,110,88,15,13,20,10
2011,102,Round 14,2011-06-24,MCG,Hawthorn,Essendon,146,81,23,12,8,9
2011,103,Round 14,2011-06-25,Carrara Stadium,Gold Coast,Western Bulldogs,88,110,13,17,10,8
2011,104,Round 14,2011-06-25,MCG,Richmond,Melbourne,91,118,13,17,13,16
2011,105,Round 14,2011-06-25,Stadium Australia,Sydney,Collingwood,93,99,14,13,9,21
2011,106,Round 14,2011-06-25,Subiaco Oval,Fremantle,Brisbane Lions,88,65,12,10,16,5
2011,107,Round 14,2011-06-26,Kardinia Park,Geelong,Adelaide,125,73,19,10,11,13
2011,108,Round 14,2011-06-26,Docklands Stadium,Carlton,West Coast,67,103,10,15,7,13
2011,109,Round 14,2011-06-26,Football Park,Port Adelaide,North Melbourne,91,136,14,21,7,10
2011,110,Round 15,2011-07-01,Docklands Stadium,Western Bulldogs,Melbourne,127,63,19,8,13,15
2011,111,Round 15,2011-07-02,Subiaco Oval,Fremantle,Gold Coast,112,62,17,9,10,8
2011,112,Round 15,2011-07-02,MCG,Richmond,Carlton,81,184,12,28,9,16
2011,113,Round 15,2011-07-02,Docklands Stadium,Essendon,Geelong,115,111,18,16,7,15
2011,114,Round 15,2011-07-02,Football Park,Adelaide,Sydney,57,50,8,6,9,14
2011,115,Round 15,2011-07-03,Gabba,Brisbane Lions,Port Adelaide,99,88,15,13,9,10
2011,116,Round 15,2011-07-03,MCG,Collingwood,Hawthorn,106,65,15,9,16,11
2011,117,Round 15,2011-07-03,Docklands Stadium,North Melbourne,St Kilda,70,79,10,12,10,7
2011,118,Round 16,2011-07-08,Subiaco Oval,West Coast,Geelong,96,88,14,13,12,10
2011,119,Round 16,2011-07-09,York Park,Hawthorn,Brisbane Lions,105,63,16,9,9,9
2011,120,Round 16,2011-07-09,Carrara Stadium,Gold Coast,Sydney,36,106,4,15,12,16
2011,121,Round 16,2011-07-09,MCG,Essendon,Richmond,105,66,15,9,15,12
2011,122,Round 16,2011-07-10,MCG,Collingwood,North Melbourne,147,30,22,3,15,12
2011,123,Round 16,2011-07-10,Football Park,Port Adelaide,St Kilda,53,109,8,17,5,7
2011,124,Round 16,2011-07-10,Docklands Stadium,Western Bulldogs,Carlton,96,69,14,9,12,15
2011,125,Round 17,2011-07-15,Football Park,Adelaide,Essendon,73,84,10,12,13,12
2011,126,Round 17,2011-07-16,Cazaly's Stadium,Richmond,Gold Coast,70,85,9,12,16,13
2011,127,Round 17,2011-07-16,MCG,Carlton,Collingwood,79,98,11,13,13,20
2011,128,Round 17,2011-07-16,Docklands Stadium,St Kilda,West Coast,82,61,13,9,4,7
2011,129,Round 17,2011-07-16,Marrara Oval,Melbourne,Port Adelaide,113,92,17,14,11,8
2011,130,Round 17,2011-07-17,SCG,Sydney,Fremantle,87,98,13,15,9,8
2011,131,Round 17,2011-07-17,Gabba,Brisbane Lions,Geelong,104,133,15,20,14,13
2011,132,Round 17,2011-07-17,Docklands Stadium,North Melbourne,Western Bulldogs,142,111,21,17,16,9
2011,133,Round 18,2011-07-22,Docklands Stadium,St Kilda,Adelaide,127,24,19,3,13,6
2011,134,Round 18,2011-07-23,Docklands Stadium,North Melbourne,Brisbane Lions,122,77,17,11,20,11
2011,135,Round 18,2011-07-23,SCG,Sydney,Western Bulldogs,114,75,16,11,18,9
2011,136,Round 18,2011-07-23,Carrara Stadium,Gold Coast,Collingwood,75,129,11,19,9,15
2011,137,Round 18,2011-07-23,MCG,Essendon,Carlton,79,153,12,24,7,9
2011,138,Round 18,2011-07-24,Docklands Stadium,Geelong,Richmond,113,51,17,7,11,9
2011,139,Round 18,2011-07-24,MCG,Melbourne,Hawthorn,78,132,12,20,6,12
2011,140,Round 18,2011-07-24,Subiaco Oval,Fremantle,West Coast,64,65,9,8,10,17
2011,141,Round 19,2011-07-29,Docklands Stadium,North Melbourne,Carlton,62,80,9,11,8,14
2011,142,Round 19,2011-07-30,Docklands Stadium,Western Bulldogs,West Coast,95,103,15,15,5,13
2011,143,Round 19,2011-07-30,Kardinia Park,Geelong,Melbourne,233,47,37,7,11,5
2011,144,Round 19,2011-07-30,Carrara Stadium,Gold Coast,St Kilda,54,74,6,10,18,14
2011,145,Round 19,2011-07-30,Subiaco Oval,Fremantle,Hawthorn,44,95,6,13,8,17
2011,146,Round 19,2011-07-31,MCG,Collingwood,Essendon,166,92,25,14,16,8
2011,147,Round 19,2011-07-31,Football Park,Adelaide,Port Adelaide,111,79,16,11,15,13
2011,148,Round 20,2011-08-05,Docklands Stadium,St Kilda,Fremantle,113,72,16,10,17,12
2011,149,Round 20,2011-08-06,Kardinia Park,Geelong,Gold Coast,188,38,29,6,14,2
2011,150,Round 20,2011-08-06,MCG,Carlton,Melbourne,134,58,21,7,8,16
2011,151,Round 20,2011-08-06,Docklands Stadium,Essendon,Sydney,100,99,15,14,10,15
2011,152,Round 20,2011-08-06,Football Park,Port Adelaide,Collingwood,21,159,3,23,3,21
2011,153,Round 20,2011-08-07,Gabba,Brisbane Lions,Adelaide,105,110,16,16,9,14
2011,154,Round 20,2011-08-07,York Park,Hawthorn,North Melbourne,103,86,15,13,13,8
2011,155,Round 20,2011-08-07,Subiaco Oval,West Coast,Richmond,147,90,22,14,15,6
2011,156,Round 21,2011-08-12,Docklands Stadium,St Kilda,Collingwood,70,89,10,14,10,5
2011,157,Round 21,2011-08-13,MCG,Hawthorn,Port Adelaide,197,32,31,5,11,2
2011,158,Round 21,2011-08-13,Subiaco Oval,Fremantle,Carlton,85,115,12,16,13,19
2011,159,Round 21,2011-08-13,Docklands Stadium,Western Bulldogs,Essendon,101,150,15,23,11,12
2011,160,Round 21,2011-08-13,Gabba,Brisbane Lions,Gold Coast,123,61,18,8,15,13
2011,161,Round 21,2011-08-14,Docklands Stadium,Melbourne,West Coast,62,110,9,16,8,14
2011,162,Round 21,2011-08-14,MCG,Richmond,Sydney,99,56,14,7,15,14
2011,163,Round 21,2011-08-14,Football Park,Adelaide,Geelong,85,96,12,14,13,12
2011,164,Round 22,2011-08-19,Docklands Stadium,Carlton,Hawthorn,66,78,8,10,18,18
2011,165,Round 22,2011-08-20,Carrara Stadium,Gold Coast,Adelaide,64,125,9,18,10,17
2011,166,Round 22,2011-08-20,Subiaco Oval,West Coast,Essendon,134,77,20,11,14,11
2011,167,Round 22,2011-08-20,Docklands Stadium,North Melbourne,Fremantle,143,45,21,6,17,9
2011,168,Round 22,2011-08-20,MCG,Collingwood,Brisbane Lions,102,84,14,13,18,6
2011,169,Round 22,2011-08-21,Stadium Australia,Sydney,St Kilda,83,68,10,10,23,8
2011,170,Round 22,2011-08-21,Football Park,Port Adelaide,Western Bulldogs,97,157,15,24,7,13
2011,171,Round 22,2011-08-21,MCG,Melbourne,Richmond,110,117,17,17,8,15
2011,172,Round 23,2011-08-26,Subiaco Oval,Fremantle,Collingwood,52,132,8,20,4,12
2011,173,Round 23,2011-08-27,MCG,Hawthorn,Western Bulldogs,113,67,16,10,17,7
2011,174,Round 23,2011-08-27,Kardinia Park,Geelong,Sydney,86,99,12,15,14,9
2011,175,Round 23,2011-08-27,Docklands Stadium,St Kilda,North Melbourne,135,70,19,10,21,10
2011,176,Round 23,2011-08-27,Gabba,Brisbane Lions,West Coast,81,89,11,13,15,11
2011,177,Round 23,2011-08-28,Football Park,Adelaide,Richmond,99,121,15,17,9,19
2011,178,Round 23,2011-08-28,MCG,Melbourne,Gold Coast,112,82,17,12,10,10
2011,179,Round 23,2011-08-28,Docklands Stadium,Essendon,Port Adelaide,120,113,17,17,18,11
2011,180,Round 24,2011-09-02,MCG,Collingwood,Geelong,53,149,8,22,5,17
2011,181,Round 24,2011-09-03,Carrara Stadium,Gold Coast,Hawthorn,97,106,14,16,13,10
2011,182,Round 24,2011-09-03,Docklands Stadium,Western Bulldogs,Fremantle,107,61,15,8,17,13
2011,183,Round 24,2011-09-03,SCG,Sydney,Brisbane Lions,119,67,18,9,11,13
2011,184,Round 24,2011-09-03,Subiaco Oval,West Coast,Adelaide,145,50,22,7,13,8
2011,185,Round 24,2011-09-03,MCG,Carlton,St Kilda,66,86,9,13,12,8
2011,186,Round 24,2011-09-04,Adelaide Oval,Port Adelaide,Melbourne,112,104,17,15,10,14
2011,187,Round 24,2011-09-04,Docklands Stadium,Richmond,North Melbourne,91,104,13,15,13,14
