param,value
k,80.23845503896754
regress,0.5034446418952665
hga_vic,15.725060904827835
hga_nsw,12.525462852682141
hga_qld,13.827640669890265
hga_sa,14.35750465226025
hga_wa,29.138446576329436
hga_gee,27.285074786523598
hga_tas,9.080546018402417
hga_other,4.687888827387135
