season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2012,1,Round 1,2012-03-24,Stadium Australia,Greater Western Sydney,Sydney,37,100,5,14,7,16
2012,2,Round 1,2012-03-29,MCG,Richmond,Carlton,81,125,12,18,9,17
2012,3,Round 1,2012-03-30,MCG,Hawthorn,Collingwood,137,115,20,16,17,19
2012,4,Round 1,2012-03-31,MCG,Melbourne,Brisbane Lions,78,119,11,17,12,17
2012,5,Round 1,2012-03-31,Carrara Stadium,Gold Coast,Adelaide,68,137,10,19,8,23
2012,6,Round 1,2012-03-31,Subiaco Oval,Fremantle,Geelong,105,101,16,15,9,11
2012,7,Round 1,2012-03-31,Docklands Stadium,North Melbourne,Essendon,102,104,15,14,12,20
2012,8,Round 1,2012-04-01,Docklands Stadium,Western Bulldogs,West Coast,87,136,12,21,15,10
2012,9,Round 1,2012-04-01,Football Park,Port Adelaide,St Kilda,89,85,13,13,11,7
2012,10,Round 2,2012-04-05,Gabba,Brisbane Lions,Carlton,63,154,9,23,9,16
2012,11,Round 2,2012-04-07,Docklands Stadium,Essendon,Port Adelaide,111,86,16,13,15,8
2012,12,Round 2,2012-04-07,SCG,Sydney,Fremantle,94,81,14,12,10,9
2012,13,Round 2,2012-04-07,Subiaco Oval,West Coast,Melbourne,166,58,25,9,16,4
2012,14,Round 2,2012-04-07,Football Park,Adelaide,Western Bulldogs,82,64,11,9,16,10
2012,15,Round 2,2012-04-07,MCG,Collingwood,Richmond,85,64,12,8,13,16
2012,16,Round 2,2012-04-08,Bellerive Oval,North Melbourne,Greater Western Sydney,183,54,28,8,15,6
2012,17,Round 2,2012-04-08,Docklands Stadium,St Kilda,Gold Coast,139,47,21,7,13,5
2012,18,Round 2,2012-04-09,MCG,Geelong,Hawthorn,92,90,14,13,8,12
2012,19,Round 3,2012-04-13,MCG,Carlton,Collingwood,122,62,18,9,14,8
2012,20,Round 3,2012-04-14,MCG,Richmond,Melbourne,133,74,20,11,13,8
2012,21,Round 3,2012-04-14,Football Park,Port Adelaide,Sydney,83,105,12,16,11,9
2012,22,Round 3,2012-04-14,Subiaco Oval,Fremantle,Brisbane Lions,64,35,8,5,16,5
2012,23,Round 3,2012-04-14,Docklands Stadium,Western Bulldogs,St Kilda,40,103,5,15,10,13
2012,24,Round 3,2012-04-14,Carrara Stadium,Gold Coast,Essendon,88,105,13,15,10,15
2012,25,Round 3,2012-04-15,Blacktown International Sportspark,Greater Western Sydney,West Coast,69,150,10,23,9,12
2012,26,Round 3,2012-04-15,MCG,Hawthorn,Adelaide,140,84,21,12,14,12
2012,27,Round 3,2012-04-15,Docklands Stadium,North Melbourne,Geelong,131,114,20,16,11,18
