season,match_id,round,date,venue,home_team,away_team,home_score,away_score,home_goals,away_goals,home_behinds,away_behinds
2019,93,Round 11,2019-06-01,Sydney Showground Stadium,Greater Western Sydney,Gold Coast,126,43,19,6,12,7
2019,94,Round 11,2019-06-01,Kardinia Park,Geelong,Sydney,85,63,13,8,7,15
2019,95,Round 11,2019-06-01,Gabba,Brisbane Lions,Hawthorn,85,66,12,10,13,6
2019,96,Round 11,2019-06-01,Marrara Oval,Melbourne,Adelaide,88,90,12,14,16,6
2019,97,Round 11,2019-06-02,Jiangwan Stadium,St Kilda,Port Adelaide,69,139,9,22,15,7
2019,98,Round 11,2019-06-02,MCG,Essendon,Carlton,74,33,11,4,8,9
2019,99,Round 11,2019-06-02,Perth Stadium,West Coast,Western Bulldogs,133,72,21,10,7,12
2019,100,Round 12,2019-06-07,MCG,Richmond,Geelong,37,104,5,16,7,8
2019,101,Round 12,2019-06-08,Docklands Stadium,Carlton,Brisbane Lions,78,63,11,9,12,9
2019,102,Round 12,2019-06-08,Carrara Stadium,Gold Coast,North Melbourne,72,99,11,14,6,15
2019,103,Round 12,2019-06-08,Adelaide Oval,Adelaide,Greater Western Sydney,82,61,12,9,10,7
2019,104,Round 12,2019-06-09,SCG,Sydney,West Coast,116,71,18,10,8,11
2019,105,Round 12,2019-06-10,MCG,Collingwood,Melbourne,98,57,15,7,8,15
2019,106,Round 13,2019-06-13,Adelaide Oval,Adelaide,Richmond,101,68,15,9,11,14
2019,107,Round 13,2019-06-14,Docklands Stadium,Essendon,Hawthorn,96,77,14,11,12,11
2019,108,Round 13,2019-06-15,Riverway Stadium,Gold Coast,St Kilda,76,80,11,11,10,14
2019,109,Round 13,2019-06-15,Perth Stadium,Fremantle,Port Adelaide,100,79,15,12,10,7
2019,110,Round 13,2019-06-15,Docklands Stadium,Carlton,Western Bulldogs,100,103,15,15,10,13
2019,111,Round 13,2019-06-16,Bellerive Oval,North Melbourne,Greater Western Sydney,68,91,10,14,8,7
2019,112,Round 14,2019-06-20,Perth Stadium,West Coast,Essendon,106,71,14,11,22,5
2019,113,Round 14,2019-06-21,SCG,Sydney,Hawthorn,82,63,12,9,10,9
2019,114,Round 14,2019-06-22,MCG,Melbourne,Fremantle,85,71,13,11,7,5
2019,115,Round 14,2019-06-22,Docklands Stadium,St Kilda,Brisbane Lions,59,115,8,17,11,13
2019,116,Round 14,2019-06-22,Adelaide Oval,Port Adelaide,Geelong,67,56,9,8,13,8
2019,117,Round 14,2019-06-23,Docklands Stadium,Western Bulldogs,Collingwood,73,82,10,13,13,4
2019,118,Round 15,2019-06-27,Docklands Stadium,Essendon,Greater Western Sydney,77,71,12,10,5,11
2019,119,Round 15,2019-06-28,Kardinia Park,Geelong,Adelaide,96,69,14,10,12,9
2019,120,Round 15,2019-06-29,MCG,Hawthorn,West Coast,71,77,9,11,17,11
2019,121,Round 15,2019-06-29,SCG,Sydney,Gold Coast,93,51,14,7,9,9
2019,122,Round 15,2019-06-29,Docklands Stadium,Collingwood,North Melbourne,37,81,5,11,7,15
2019,123,Round 15,2019-06-29,Adelaide Oval,Port Adelaide,Western Bulldogs,41,66,5,10,11,6
2019,124,Round 15,2019-06-30,Docklands Stadium,St Kilda,Richmond,70,103,10,16,10,7
2019,125,Round 15,2019-06-30,Gabba,Brisbane Lions,Melbourne,107,74,15,11,17,8
2019,126,Round 15,2019-06-30,Perth Stadium,Fremantle,Carlton,75,79,11,11,9,13
2019,127,Round 16,2019-07-05,MCG,Hawthorn,Collingwood,67,63,9,9,13,9
2019,128,Round 16,2019-07-06,MCG,Essendon,Sydney,76,66,11,9,10,12
2019,129,Round 16,2019-07-06,Carrara Stadium,Gold Coast,Richmond,58,150,9,23,4,12
2019,130,Round 16,2019-07-06,Adelaide Oval,Adelaide,Port Adelaide,44,101,5,15,14,11
2019,131,Round 16,2019-07-06,Docklands Stadium,Western Bulldogs,Geelong,71,55,10,7,11,13
2019,132,Round 16,2019-07-06,Perth Stadium,Fremantle,West Coast,31,122,2,19,19,8
2019,133,Round 16,2019-07-07,MCG,Carlton,Melbourne,100,105,15,15,10,15
2019,134,Round 16,2019-07-07,Bellerive Oval,North Melbourne,St Kilda,112,73,17,11,10,7
2019,135,Round 16,2019-07-07,Sydney Showground Stadium,Greater Western Sydney,Brisbane Lions,74,94,11,14,8,10
2019,136,Round 17,2019-07-12,Perth Stadium,West Coast,Collingwood,77,78,12,11,5,12
2019,137,Round 17,2019-07-13,SCG,Sydney,Carlton,62,69,8,9,14,15
2019,138,Round 17,2019-07-13,York Park,Hawthorn,Fremantle,84,53,12,8,12,5
2019,139,Round 17,2019-07-13,Docklands Stadium,Essendon,North Melbourne,86,81,12,12,14,9
2019,140,Round 17,2019-07-13,Carrara Stadium,Gold Coast,Adelaide,56,151,8,23,8,13
2019,141,Round 17,2019-07-13,Kardinia Park,Geelong,St Kilda,84,57,12,8,12,9
2019,142,Round 17,2019-07-14,MCG,Richmond,Greater Western Sydney,94,67,13,9,16,13
2019,143,Round 17,2019-07-14,Docklands Stadium,Western Bulldogs,Melbourne,74,66,10,9,14,12
2019,144,Round 17,2019-07-14,Adelaide Oval,Port Adelaide,Brisbane Lions,49,97,6,14,13,13
2019,145,Round 18,2019-07-19,Adelaide Oval,Adelaide,Essendon,75,96,10,15,15,6
2019,146,Round 18,2019-07-20,MCG,Richmond,Port Adelaide,101,63,15,9,11,9
2019,147,Round 18,2019-07-20,Docklands Stadium,Carlton,Gold Coast,99,75,15,11,9,9
2019,148,Round 18,2019-07-20,Sydney Showground Stadium,Greater Western Sydney,Collingwood,122,75,19,11,8,9
2019,149,Round 18,2019-07-20,Gabba,Brisbane Lions,North Melbourne,87,75,12,12,15,3
2019,150,Round 18,2019-07-20,Perth Stadium,Fremantle,Sydney,52,51,7,7,10,9
2019,151,Round 18,2019-07-21,MCG,Geelong,Hawthorn,61,85,8,12,13,13
2019,152,Round 18,2019-07-21,Traeger Park,Melbourne,West Coast,78,91,11,14,12,7
2019,153,Round 18,2019-07-21,Docklands Stadium,St Kilda,Western Bulldogs,116,89,17,14,14,5
2019,154,Round 19,2019-07-26,MCG,Collingwood,Richmond,66,98,9,14,12,14
2019,155,Round 19,2019-07-27,York Park,Hawthorn,Brisbane Lions,60,87,7,13,18,9
2019,156,Round 19,2019-07-27,MCG,Carlton,Adelaide,87,60,13,9,9,6
2019,157,Round 19,2019-07-27,Perth Stadium,West Coast,North Melbourne,121,72,18,10,13,12
2019,158,Round 19,2019-07-27,Docklands Stadium,St Kilda,Melbourne,104,85,15,13,14,7
2019,159,Round 19,2019-07-27,Adelaide Oval,Port Adelaide,Greater Western Sydney,55,56,7,8,13,8
2019,160,Round 19,2019-07-28,Docklands Stadium,Western Bulldogs,Fremantle,113,66,16,9,17,12
2019,161,Round 19,2019-07-28,SCG,Sydney,Geelong,80,107,12,16,8,11
2019,162,Round 19,2019-07-28,Carrara Stadium,Gold Coast,Essendon,96,106,15,15,6,16
2019,163,Round 20,2019-08-02,Docklands Stadium,North Melbourne,Hawthorn,86,64,12,9,14,10
2019,164,Round 20,2019-08-03,Docklands Stadium,Essendon,Port Adelaide,67,126,9,19,13,12
2019,165,Round 20,2019-08-03,Sydney Showground Stadium,Greater Western Sydney,Sydney,83,81,12,12,11,9
2019,166,Round 20,2019-08-03,Perth Stadium,Fremantle,Geelong,95,61,14,9,11,7
2019,167,Round 20,2019-08-03,MCG,Melbourne,Richmond,60,93,9,13,6,15
2019,168,Round 20,2019-08-03,Adelaide Oval,Adelaide,St Kilda,92,70,14,10,8,10
2019,169,Round 20,2019-08-04,MCG,Collingwood,Gold Coast,120,51,18,8,12,3
2019,170,Round 20,2019-08-04,Docklands Stadium,Carlton,West Coast,75,99,11,15,9,9
2019,171,Round 20,2019-08-04,Gabba,Brisbane Lions,Western Bulldogs,98,80,14,11,14,14
2019,172,Round 21,2019-08-09,Manuka Oval,Greater Western Sydney,Hawthorn,29,85,4,13,5,7
2019,173,Round 21,2019-08-10,MCG,Melbourne,Collingwood,53,70,7,10,11,10
2019,174,Round 21,2019-08-10,Adelaide Oval,Port Adelaide,Sydney,103,56,15,7,13,14
2019,175,Round 21,2019-08-10,Gabba,Brisbane Lions,Gold Coast,144,53,22,8,12,5
2019,176,Round 21,2019-08-10,Docklands Stadium,Essendon,Western Bulldogs,33,137,4,21,9,11
2019,177,Round 21,2019-08-10,Kardinia Park,Geelong,North Melbourne,69,14,9,1,15,8
2019,178,Round 21,2019-08-11,Docklands Stadium,St Kilda,Fremantle,72,69,10,10,12,9
2019,179,Round 21,2019-08-11,MCG,Richmond,Carlton,73,45,11,6,7,9
2019,180,Round 21,2019-08-11,Perth Stadium,West Coast,Adelaide,90,80,13,12,12,8
2019,181,Round 22,2019-08-16,MCG,Melbourne,Sydney,42,95,5,15,12,5
2019,182,Round 22,2019-08-17,MCG,Carlton,St Kilda,78,68,11,10,12,8
2019,183,Round 22,2019-08-17,Gabba,Brisbane Lions,Geelong,75,74,10,10,15,14
2019,184,Round 22,2019-08-17,Adelaide Oval,Adelaide,Collingwood,48,114,6,17,12,12
2019,185,Round 22,2019-08-17,Docklands Stadium,North Melbourne,Port Adelaide,144,58,22,8,12,10
2019,186,Round 22,2019-08-17,Perth Stadium,Fremantle,Essendon,55,87,7,13,13,9
2019,187,Round 22,2019-08-18,MCG,Richmond,West Coast,88,82,13,13,10,4
2019,188,Round 22,2019-08-18,Sydney Showground Stadium,Greater Western Sydney,Western Bulldogs,65,126,9,19,11,12
2019,189,Round 22,2019-08-18,Docklands Stadium,Hawthorn,Gold Coast,118,48,18,7,10,6
2019,190,Round 23,2019-08-23,MCG,Collingwood,Essendon,76,65,10,10,16,5
2019,191,Round 23,2019-08-24,SCG,Sydney,St Kilda,109,64,17,8,7,16
2019,192,Round 23,2019-08-24,Bellerive Oval,North Melbourne,Melbourne,88,83,13,12,10,11
2019,193,Round 23,2019-08-24,Kardinia Park,Geelong,Carlton,129,61,19,8,15,13
2019,194,Round 23,2019-08-24,Carrara Stadium,Gold Coast,Greater Western Sydney,55,127,7,20,13,7
2019,195,Round 23,2019-08-24,Perth Stadium,West Coast,Hawthorn,67,105,9,16,13,9
2019,196,Round 23,2019-08-25,Eureka Stadium,Western Bulldogs,Adelaide,121,87,18,13,13,9
2019,197,Round 23,2019-08-25,MCG,Richmond,Brisbane Lions,82,55,12,8,10,7
2019,198,Round 23,2019-08-25,Adelaide Oval,Port Adelaide,Fremantle,110,67,15,10,20,7
