"season","match_id","round","date","venue","home_team","away_team","home_score","away_score"
"2018",1,"Round 1",2018-03-22,"MCG","Richmond","Carlton",121,95
"2018",2,"Round 1",2018-03-23,"Docklands Stadium","Essendon","Adelaide",99,87
"2018",3,"Round 1",2018-03-24,"Docklands Stadium","St Kilda","Brisbane Lions",107,82
"2018",4,"Round 1",2018-03-24,"Adelaide Oval","Port Adelaide","Fremantle",110,60
"2018",5,"Round 1",2018-03-24,"Cazaly's Stadium","Gold Coast","North Melbourne",55,39
"2018",6,"Round 1",2018-03-24,"MCG","Hawthorn","Collingwood",101,67
"2018",7,"Round 1",2018-03-25,"Manuka Oval","Greater Western Sydney","Western Bulldogs",133,51
"2018",8,"Round 1",2018-03-25,"MCG","Melbourne","Geelong",94,97
"2018",9,"Round 1",2018-03-25,"Perth Stadium","West Coast","Sydney",86,115
"2018",10,"Round 2",2018-03-29,"Adelaide Oval","Adelaide","Richmond",118,82
"2018",11,"Round 2",2018-03-30,"Docklands Stadium","North Melbourne","St Kilda",95,43
"2018",12,"Round 2",2018-03-31,"Docklands Stadium","Carlton","Gold Coast",67,101
"2018",13,"Round 2",2018-03-31,"MCG","Collingwood","Greater Western Sydney",79,95
"2018",14,"Round 2",2018-03-31,"Gabba","Brisbane Lions","Melbourne",74,100
"2018",15,"Round 2",2018-03-31,"Perth Stadium","Fremantle","Essendon",106,90
"2018",16,"Round 2",2018-04-01,"Docklands Stadium","Western Bulldogs","West Coast",70,121
"2018",17,"Round 2",2018-04-01,"SCG","Sydney","Port Adelaide",71,94
"2018",18,"Round 2",2018-04-02,"MCG","Geelong","Hawthorn",117,118
"2018",19,"Round 3",2018-04-06,"MCG","Carlton","Collingwood",76,100
"2018",20,"Round 3",2018-04-07,"Adelaide Oval","Port Adelaide","Brisbane Lions",97,92
"2018",21,"Round 3",2018-04-07,"MCG","Melbourne","North Melbourne",123,86
"2018",22,"Round 3",2018-04-07,"Perth Stadium","Gold Coast","Fremantle",68,96
"2018",23,"Round 3",2018-04-07,"SCG","Sydney","Greater Western Sydney",103,87
"2018",24,"Round 3",2018-04-07,"Docklands Stadium","St Kilda","Adelaide",55,104
"2018",25,"Round 3",2018-04-08,"MCG","Richmond","Hawthorn",102,89
"2018",26,"Round 3",2018-04-08,"Docklands Stadium","Western Bulldogs","Essendon",104,83
"2018",27,"Round 3",2018-04-08,"Perth Stadium","West Coast","Geelong",95,80
"2018",28,"Round 4",2018-04-13,"Adelaide Oval","Adelaide","Collingwood",58,106
"2018",29,"Round 4",2018-04-14,"Manuka Oval","Greater Western Sydney","Fremantle",82,51
"2018",30,"Round 4",2018-04-14,"MCG","Richmond","Brisbane Lions",110,17
"2018",31,"Round 4",2018-04-14,"Docklands Stadium","Western Bulldogs","Sydney",79,86
"2018",32,"Round 4",2018-04-14,"Bellerive Oval","North Melbourne","Carlton",116,30
"2018",33,"Round 4",2018-04-14,"Perth Stadium","West Coast","Gold Coast",139,59
"2018",34,"Round 4",2018-04-15,"Docklands Stadium","Essendon","Port Adelaide",106,84
"2018",35,"Round 4",2018-04-15,"MCG","Hawthorn","Melbourne",115,48
"2018",36,"Round 4",2018-04-15,"Kardinia Park","Geelong","St Kilda",103,56
"2018",37,"Round 5",2018-04-20,"SCG","Sydney","Adelaide",75,85
"2018",38,"Round 5",2018-04-21,"Docklands Stadium","St Kilda","Greater Western Sydney",73,73
"2018",39,"Round 5",2018-04-21,"MCG","Carlton","West Coast",69,79
"2018",40,"Round 5",2018-04-21,"Adelaide Oval","Port Adelaide","Geelong",50,84
"2018",41,"Round 5",2018-04-21,"Perth Stadium","Fremantle","Western Bulldogs",108,54
"2018",42,"Round 5",2018-04-22,"Docklands Stadium","North Melbourne","Hawthorn",98,70
"2018",43,"Round 5",2018-04-22,"Gabba","Brisbane Lions","Gold Coast",71,76
"2018",44,"Round 5",2018-04-24,"MCG","Melbourne","Richmond",56,102
"2018",45,"Round 5",2018-04-25,"MCG","Collingwood","Essendon",101,52
"2018",46,"Round 6",2018-04-27,"Docklands Stadium","Western Bulldogs","Carlton",80,59
"2018",47,"Round 6",2018-04-28,"Kardinia Park","Geelong","Sydney",69,86
"2018",48,"Round 6",2018-04-28,"Docklands Stadium","North Melbourne","Port Adelaide",69,102
"2018",49,"Round 6",2018-04-28,"Sydney Showground Stadium","Greater Western Sydney","Brisbane Lions",77,43
"2018",50,"Round 6",2018-04-28,"York Park","Hawthorn","St Kilda",89,54
"2018",51,"Round 6",2018-04-28,"Adelaide Oval","Adelaide","Gold Coast",110,62
"2018",52,"Round 6",2018-04-29,"Docklands Stadium","Essendon","Melbourne",72,108
"2018",53,"Round 6",2018-04-29,"MCG","Collingwood","Richmond",70,113
"2018",54,"Round 6",2018-04-29,"Perth Stadium","Fremantle","West Coast",81,89
"2018",55,"Round 7",2018-05-04,"Kardinia Park","Geelong","Greater Western Sydney",93,32
"2018",56,"Round 7",2018-05-05,"Eureka Stadium","Western Bulldogs","Gold Coast",81,72
"2018",57,"Round 7",2018-05-05,"MCG","Essendon","Hawthorn",67,90
"2018",58,"Round 7",2018-05-05,"Perth Stadium","West Coast","Port Adelaide",102,60
"2018",59,"Round 7",2018-05-05,"SCG","Sydney","North Melbourne",66,68
"2018",60,"Round 7",2018-05-05,"Adelaide Oval","Adelaide","Carlton",125,70
"2018",61,"Round 7",2018-05-06,"MCG","Richmond","Fremantle",110,33
"2018",62,"Round 7",2018-05-06,"Docklands Stadium","St Kilda","Melbourne",67,106
"2018",63,"Round 7",2018-05-06,"Gabba","Brisbane Lions","Collingwood",114,121
"2018",64,"Round 8",2018-05-11,"MCG","Hawthorn","Sydney",71,79
"2018",65,"Round 8",2018-05-12,"Sydney Showground Stadium","Greater Western Sydney","West Coast",61,86
"2018",66,"Round 8",2018-05-12,"MCG","Carlton","Essendon",91,78
"2018",67,"Round 8",2018-05-12,"Gabba","Gold Coast","Melbourne",77,146
"2018",68,"Round 8",2018-05-12,"Adelaide Oval","Port Adelaide","Adelaide",95,90
"2018",69,"Round 8",2018-05-12,"Docklands Stadium","Western Bulldogs","Brisbane Lions",107,93
"2018",70,"Round 8",2018-05-12,"Perth Stadium","Fremantle","St Kilda",89,59
"2018",71,"Round 8",2018-05-13,"Docklands Stadium","North Melbourne","Richmond",72,82
"2018",72,"Round 8",2018-05-13,"MCG","Collingwood","Geelong",45,66
"2018",73,"Round 9",2018-05-18,"Adelaide Oval","Adelaide","Western Bulldogs",63,26
"2018",74,"Round 9",2018-05-19,"Bellerive Oval","North Melbourne","Greater Western Sydney",112,69
"2018",75,"Round 9",2018-05-19,"Jiangwan Stadium","Gold Coast","Port Adelaide",42,82
"2018",76,"Round 9",2018-05-19,"MCG","Essendon","Geelong",84,50
"2018",77,"Round 9",2018-05-19,"SCG","Sydney","Fremantle",111,52
"2018",78,"Round 9",2018-05-19,"Docklands Stadium","St Kilda","Collingwood",72,100
"2018",79,"Round 9",2018-05-20,"MCG","Carlton","Melbourne",50,159
"2018",80,"Round 9",2018-05-20,"Gabba","Brisbane Lions","Hawthorn",129,73
"2018",81,"Round 9",2018-05-20,"Perth Stadium","West Coast","Richmond",130,83
"2018",82,"Round 10",2018-05-25,"Docklands Stadium","Collingwood","Western Bulldogs",90,55
"2018",83,"Round 10",2018-05-26,"MCG","Richmond","St Kilda",105,77
"2018",84,"Round 10",2018-05-26,"Gabba","Brisbane Lions","Sydney",49,67
"2018",85,"Round 10",2018-05-26,"Kardinia Park","Geelong","Carlton",73,45
"2018",86,"Round 10",2018-05-26,"Sydney Showground Stadium","Greater Western Sydney","Essendon",60,95
"2018",87,"Round 10",2018-05-27,"Docklands Stadium","Hawthorn","West Coast",60,75
"2018",88,"Round 10",2018-05-27,"Traeger Park","Melbourne","Adelaide",146,55
"2018",89,"Round 10",2018-05-27,"Perth Stadium","Fremantle","North Melbourne",58,86
"2018",90,"Round 11",2018-06-01,"SCG","Sydney","Carlton",91,61
"2018",91,"Round 11",2018-06-02,"Docklands Stadium","Western Bulldogs","Melbourne",51,100
"2018",92,"Round 11",2018-06-02,"York Park","Hawthorn","Port Adelaide",64,61
"2018",93,"Round 11",2018-06-02,"Carrara Stadium","Gold Coast","Geelong",36,121
"2018",94,"Round 11",2018-06-02,"MCG","Essendon","Richmond",43,114
"2018",95,"Round 11",2018-06-02,"Perth Stadium","West Coast","St Kilda",101,88
"2018",96,"Round 11",2018-06-03,"Docklands Stadium","North Melbourne","Brisbane Lions",141,87
"2018",97,"Round 11",2018-06-03,"MCG","Collingwood","Fremantle",138,77
"2018",98,"Round 11",2018-06-03,"Adelaide Oval","Adelaide","Greater Western Sydney",81,97
"2018",99,"Round 12",2018-06-08,"Adelaide Oval","Port Adelaide","Richmond",72,58
"2018",100,"Round 12",2018-06-09,"Kardinia Park","Geelong","North Melbourne",96,59
"2018",101,"Round 12",2018-06-09,"Sydney Showground Stadium","Greater Western Sydney","Gold Coast",134,26
"2018",102,"Round 12",2018-06-09,"Docklands Stadium","St Kilda","Sydney",55,126
"2018",103,"Round 12",2018-06-10,"Gabba","Brisbane Lions","Essendon",62,84
"2018",104,"Round 12",2018-06-10,"Perth Stadium","Fremantle","Adelaide",71,68
"2018",105,"Round 12",2018-06-11,"MCG","Melbourne","Collingwood",91,133
"2018",106,"Round 13",2018-06-14,"Adelaide Oval","Port Adelaide","Western Bulldogs",132,75
"2018",107,"Round 13",2018-06-15,"SCG","Sydney","West Coast",72,57
"2018",108,"Round 13",2018-06-16,"Docklands Stadium","Carlton","Fremantle",46,103
"2018",109,"Round 13",2018-06-16,"Carrara Stadium","Gold Coast","St Kilda",78,80
"2018",110,"Round 13",2018-06-16,"MCG","Hawthorn","Adelaide",88,32
"2018",111,"Round 13",2018-06-17,"MCG","Geelong","Richmond",65,83
"2018",112,"Round 14",2018-06-21,"Perth Stadium","West Coast","Essendon",52,80
"2018",113,"Round 14",2018-06-22,"Adelaide Oval","Port Adelaide","Melbourne",75,65
"2018",114,"Round 14",2018-06-23,"York Park","Hawthorn","Gold Coast",96,43
"2018",115,"Round 14",2018-06-23,"Gabba","Brisbane Lions","Greater Western Sydney",82,109
"2018",116,"Round 14",2018-06-23,"Docklands Stadium","Western Bulldogs","North Melbourne",75,77
"2018",117,"Round 14",2018-06-24,"MCG","Collingwood","Carlton",79,59
"2018",118,"Round 15",2018-06-28,"Docklands Stadium","Richmond","Sydney",93,67
"2018",119,"Round 15",2018-06-29,"Docklands Stadium","Western Bulldogs","Geelong",103,101
"2018",120,"Round 15",2018-06-30,"MCG","Carlton","Port Adelaide",69,90
"2018",121,"Round 15",2018-06-30,"Adelaide Oval","Adelaide","West Coast",88,78
"2018",122,"Round 15",2018-06-30,"Carrara Stadium","Gold Coast","Collingwood",60,99
"2018",123,"Round 15",2018-06-30,"Sydney Showground Stadium","Greater Western Sydney","Hawthorn",95,84
"2018",124,"Round 15",2018-07-01,"MCG","Melbourne","St Kilda",117,119
"2018",125,"Round 15",2018-07-01,"Docklands Stadium","Essendon","North Melbourne",125,108
"2018",126,"Round 15",2018-07-01,"Perth Stadium","Fremantle","Brisbane Lions",64,119
"2018",127,"Round 16",2018-07-05,"SCG","Sydney","Geelong",59,71
"2018",128,"Round 16",2018-07-06,"MCG","Richmond","Adelaide",103,56
"2018",129,"Round 16",2018-07-07,"Gabba","Brisbane Lions","Carlton",120,55
"2018",130,"Round 16",2018-07-07,"Adelaide Oval","Port Adelaide","St Kilda",86,50
"2018",131,"Round 16",2018-07-07,"Docklands Stadium","Western Bulldogs","Hawthorn",59,122
"2018",132,"Round 16",2018-07-07,"Marrara Oval","Melbourne","Fremantle",102,48
"2018",133,"Round 16",2018-07-08,"Docklands Stadium","North Melbourne","Gold Coast",95,58
"2018",134,"Round 16",2018-07-08,"MCG","Essendon","Collingwood",62,78
"2018",135,"Round 16",2018-07-08,"Perth Stadium","West Coast","Greater Western Sydney",86,75
"2018",136,"Round 17",2018-07-12,"Adelaide Oval","Adelaide","Geelong",112,97
"2018",137,"Round 17",2018-07-13,"Docklands Stadium","St Kilda","Carlton",116,52
"2018",138,"Round 17",2018-07-14,"York Park","Hawthorn","Brisbane Lions",65,98
"2018",139,"Round 17",2018-07-14,"MCG","Melbourne","Western Bulldogs",119,69
"2018",140,"Round 17",2018-07-14,"Carrara Stadium","Gold Coast","Essendon",51,95
"2018",141,"Round 17",2018-07-14,"Sydney Showground Stadium","Greater Western Sydney","Richmond",79,77
"2018",142,"Round 17",2018-07-15,"MCG","Collingwood","West Coast",67,102
"2018",143,"Round 17",2018-07-15,"Docklands Stadium","North Melbourne","Sydney",98,104
"2018",144,"Round 17",2018-07-15,"Perth Stadium","Fremantle","Port Adelaide",59,50
"2018",145,"Round 18",2018-07-20,"Docklands Stadium","St Kilda","Richmond",57,111
"2018",146,"Round 18",2018-07-21,"MCG","Collingwood","North Melbourne",130,64
"2018",147,"Round 18",2018-07-21,"SCG","Sydney","Gold Coast",64,88
"2018",148,"Round 18",2018-07-21,"Docklands Stadium","Essendon","Fremantle",99,70
"2018",149,"Round 18",2018-07-21,"Gabba","Brisbane Lions","Adelaide",88,93
"2018",150,"Round 18",2018-07-21,"Kardinia Park","Geelong","Melbourne",100,98
"2018",151,"Round 18",2018-07-22,"Docklands Stadium","Carlton","Hawthorn",52,124
"2018",152,"Round 18",2018-07-22,"Perth Stadium","West Coast","Western Bulldogs",100,46
