"season","match_id","round","date","venue","home_team","away_team","home_score","away_score"
"2014",105,"Round 13",2014-06-22,"MCG","St Kilda","Melbourne",104,69
"2014",106,"Round 13",2014-06-22,"Docklands Stadium","Western Bulldogs","Richmond",61,121
"2014",107,"Round 13",2014-06-23,"Subiaco Oval","Fremantle","North Melbourne",67,29
"2014",108,"Round 13",2014-06-23,"Gabba","Brisbane Lions","Geelong",103,98
"2014",109,"Round 14",2014-06-27,"Subiaco Oval","West Coast","Essendon",91,98
"2014",110,"Round 14",2014-06-28,"SCG","Sydney","Carlton",65,43
"2014",111,"Round 14",2014-06-29,"Carrara Stadium","Gold Coast","Adelaide",83,111
"2014",112,"Round 14",2014-06-29,"Football Park","Port Adelaide","Collingwood",86,51
"2014",113,"Round 14",2014-06-29,"MCG","Melbourne","Western Bulldogs",103,100
"2014",114,"Round 14",2014-06-29,"Kardinia Park","Geelong","Fremantle",85,44
"2014",115,"Round 14",2014-06-30,"York Park","Hawthorn","Brisbane Lions",143,85
"2014",116,"Round 14",2014-06-30,"Docklands Stadium","North Melbourne","Greater Western Sydney",130,44
"2014",117,"Round 14",2014-06-30,"MCG","Richmond","St Kilda",119,55
"2014",118,"Round 15",2014-07-05,"MCG","Carlton","Collingwood",77,118
"2014",119,"Round 15",2014-07-06,"Manuka Oval","Greater Western Sydney","Western Bulldogs",83,87
"2014",120,"Round 15",2014-07-06,"Docklands Stadium","North Melbourne","Richmond",128,66
"2014",121,"Round 15",2014-07-06,"Gabba","Brisbane Lions","Gold Coast",116,83
"2014",122,"Round 15",2014-07-06,"Football Park","Adelaide","West Coast",69,75
"2014",123,"Round 15",2014-07-06,"MCG","Geelong","Hawthorn",82,72
"2014",124,"Round 15",2014-07-07,"MCG","Melbourne","Sydney",85,116
"2014",125,"Round 15",2014-07-07,"Subiaco Oval","Fremantle","St Kilda",100,70
"2014",126,"Round 15",2014-07-07,"Docklands Stadium","Essendon","Port Adelaide",118,88
"2014",127,"Round 16",2014-07-12,"MCG","Collingwood","Adelaide",111,84
"2014",128,"Round 16",2014-07-13,"Football Park","Port Adelaide","Hawthorn",79,124
"2014",129,"Round 16",2014-07-13,"Kardinia Park","Geelong","Melbourne",98,30
"2014",130,"Round 16",2014-07-13,"Cazaly's Stadium","Richmond","Gold Coast",53,44
"2014",131,"Round 16",2014-07-13,"Gabba","Brisbane Lions","North Melbourne",117,105
"2014",132,"Round 16",2014-07-13,"Docklands Stadium","Carlton","St Kilda",110,74
"2014",133,"Round 16",2014-07-14,"SCG","Sydney","Greater Western Sydney",171,42
"2014",134,"Round 16",2014-07-14,"Docklands Stadium","Western Bulldogs","Essendon",90,121
"2014",135,"Round 16",2014-07-14,"Subiaco Oval","West Coast","Fremantle",93,121
"2014",136,"Round 17",2014-07-19,"Docklands Stadium","North Melbourne","Carlton",108,109
"2014",137,"Round 17",2014-07-20,"York Park","Hawthorn","Western Bulldogs",95,76
"2014",138,"Round 17",2014-07-20,"Sydney Showground Stadium","Greater Western Sydney","Essendon",77,116
"2014",139,"Round 17",2014-07-20,"Carrara Stadium","Gold Coast","Collingwood",85,78
"2014",140,"Round 17",2014-07-20,"Marrara Oval","Melbourne","Brisbane Lions",75,94
"2014",141,"Round 17",2014-07-20,"Docklands Stadium","St Kilda","Port Adelaide",92,97
"2014",142,"Round 17",2014-07-21,"MCG","Richmond","Fremantle",84,57
"2014",143,"Round 17",2014-07-21,"Football Park","Adelaide","Geelong",94,92
"2014",144,"Round 17",2014-07-21,"Subiaco Oval","West Coast","Sydney",79,113
"2014",145,"Round 18",2014-07-26,"Docklands Stadium","Essendon","Hawthorn",87,143
"2014",146,"Round 18",2014-07-27,"Carrara Stadium","Gold Coast","Carlton",77,120
"2014",147,"Round 18",2014-07-27,"Docklands Stadium","Melbourne","North Melbourne",28,150
"2014",148,"Round 18",2014-07-27,"MCG","Collingwood","Greater Western Sydney",106,66
"2014",149,"Round 18",2014-07-27,"Subiaco Oval","Fremantle","Adelaide",75,53
"2014",150,"Round 18",2014-07-27,"Kardinia Park","Geelong","St Kilda",137,36
"2014",151,"Round 18",2014-07-28,"Football Park","Port Adelaide","Brisbane Lions",71,62
"2014",152,"Round 18",2014-07-28,"Docklands Stadium","Western Bulldogs","West Coast",111,89
"2014",153,"Round 18",2014-07-28,"SCG","Sydney","Richmond",110,63
"2014",154,"Round 19",2014-08-02,"Docklands Stadium","North Melbourne","Geelong",96,86
"2014",155,"Round 19",2014-08-03,"Sydney Showground Stadium","Greater Western Sydney","Melbourne",124,87
"2014",156,"Round 19",2014-08-03,"MCG","Hawthorn","Richmond",66,107
"2014",157,"Round 19",2014-08-03,"Subiaco Oval","West Coast","Gold Coast",130,113
"2014",158,"Round 19",2014-08-03,"Gabba","Brisbane Lions","St Kilda",108,77
"2014",159,"Round 19",2014-08-03,"Docklands Stadium","Carlton","Fremantle",80,116
"2014",160,"Round 19",2014-08-04,"Docklands Stadium","Western Bulldogs","Sydney",99,134
"2014",161,"Round 19",2014-08-04,"Football Park","Adelaide","Port Adelaide",103,107
"2014",162,"Round 19",2014-08-04,"MCG","Collingwood","Essendon",133,54
"2014",163,"Round 20",2014-08-09,"Docklands Stadium","St Kilda","Hawthorn",56,102
"2014",164,"Round 20",2014-08-10,"MCG","Richmond","Brisbane Lions",97,74
"2014",165,"Round 20",2014-08-10,"Kardinia Park","Geelong","Port Adelaide",129,104
"2014",166,"Round 20",2014-08-10,"Docklands Stadium","Carlton","Western Bulldogs",89,117
"2014",167,"Round 20",2014-08-10,"Carrara Stadium","Gold Coast","Melbourne",90,77
"2014",168,"Round 20",2014-08-10,"Stadium Australia","Sydney","Collingwood",71,100
"2014",169,"Round 20",2014-08-11,"Docklands Stadium","Essendon","West Coast",67,120
"2014",170,"Round 20",2014-08-11,"Football Park","Adelaide","North Melbourne",79,70
"2014",171,"Round 20",2014-08-11,"Subiaco Oval","Fremantle","Greater Western Sydney",157,44
"2014",172,"Round 21",2014-08-16,"MCG","Hawthorn","Collingwood",119,84
"2014",173,"Round 21",2014-08-17,"MCG","Richmond","Carlton",96,106
"2014",174,"Round 21",2014-08-17,"Football Park","Port Adelaide","Gold Coast",113,96
"2014",175,"Round 21",2014-08-17,"Docklands Stadium","Essendon","North Melbourne",70,115
"2014",176,"Round 21",2014-08-17,"Subiaco Oval","West Coast","Geelong",41,107
"2014",177,"Round 21",2014-08-17,"Gabba","Brisbane Lions","Greater Western Sydney",123,63
"2014",178,"Round 21",2014-08-18,"MCG","Melbourne","Fremantle",38,133
"2014",179,"Round 21",2014-08-18,"SCG","Sydney","St Kilda",118,59
"2014",180,"Round 21",2014-08-18,"Docklands Stadium","Western Bulldogs","Adelaide",131,114
"2014",181,"Round 22",2014-08-23,"MCG","Collingwood","West Coast",101,39
"2014",182,"Round 22",2014-08-24,"Football Park","Adelaide","Melbourne",120,52
"2014",183,"Round 22",2014-08-24,"Docklands Stadium","North Melbourne","Hawthorn",103,117
"2014",184,"Round 22",2014-08-24,"Kardinia Park","Geelong","Sydney",92,48
"2014",185,"Round 22",2014-08-24,"Subiaco Oval","Fremantle","Port Adelaide",134,60
"2014",186,"Round 22",2014-08-24,"MCG","Carlton","Essendon",76,82
"2014",187,"Round 22",2014-08-25,"Docklands Stadium","St Kilda","Gold Coast",116,70
"2014",188,"Round 22",2014-08-25,"Sydney Showground Stadium","Greater Western Sydney","Richmond",42,163
"2014",189,"Round 22",2014-08-25,"Gabba","Brisbane Lions","Western Bulldogs",100,93
"2014",190,"Round 23",2014-08-30,"Stadium Australia","Sydney","Hawthorn",100,112
"2014",191,"Round 23",2014-08-31,"Docklands Stadium","St Kilda","Fremantle",112,41
"2014",192,"Round 23",2014-08-31,"Kardinia Park","Geelong","Brisbane Lions",112,111
"2014",193,"Round 23",2014-08-31,"Football Park","Port Adelaide","Carlton",103,104
"2014",194,"Round 23",2014-08-31,"Subiaco Oval","West Coast","Adelaide",43,129
"2014",195,"Round 23",2014-08-31,"MCG","Essendon","Richmond",65,104
"2014",196,"Round 23",2014-09-01,"Carrara Stadium","Gold Coast","Greater Western Sydney",146,63
"2014",197,"Round 23",2014-09-01,"MCG","Collingwood","North Melbourne",114,125
"2014",198,"Round 23",2014-09-01,"Docklands Stadium","Western Bulldogs","Melbourne",107,87
