"season","match_id","round","date","venue","home_team","away_team","home_score","away_score"
"2019",144,"Round 17",2019-07-14,"Adelaide Oval","Port Adelaide","Brisbane Lions",NA,NA
"2019",145,"Round 18",2019-07-19,"Adelaide Oval","Adelaide","Essendon",NA,NA
"2019",146,"Round 18",2019-07-20,"MCG","Richmond","Port Adelaide",NA,NA
"2019",147,"Round 18",2019-07-20,"Docklands Stadium","Carlton","Gold Coast",NA,NA
"2019",148,"Round 18",2019-07-20,"Sydney Showground Stadium","Greater Western Sydney","Collingwood",NA,NA
"2019",149,"Round 18",2019-07-20,"Gabba","Brisbane Lions","North Melbourne",NA,NA
"2019",150,"Round 18",2019-07-20,"Perth Stadium","Fremantle","Sydney",NA,NA
"2019",151,"Round 18",2019-07-21,"MCG","Geelong","Hawthorn",NA,NA
"2019",152,"Round 18",2019-07-21,"Traeger Park","Melbourne","West Coast",NA,NA
"2019",153,"Round 18",2019-07-21,"Docklands Stadium","St Kilda","Western Bulldogs",NA,NA
"2019",154,"Round 19",2019-07-26,"MCG","Collingwood","Richmond",NA,NA
"2019",155,"Round 19",2019-07-27,"York Park","Hawthorn","Brisbane Lions",NA,NA
"2019",156,"Round 19",2019-07-27,"MCG","Carlton","Adelaide",NA,NA
"2019",157,"Round 19",2019-07-27,"Perth Stadium","West Coast","North Melbourne",NA,NA
"2019",158,"Round 19",2019-07-27,"Docklands Stadium","St Kilda","Melbourne",NA,NA
"2019",159,"Round 19",2019-07-27,"Adelaide Oval","Port Adelaide","Greater Western Sydney",NA,NA
"2019",160,"Round 19",2019-07-28,"Docklands Stadium","Western Bulldogs","Fremantle",NA,NA
"2019",161,"Round 19",2019-07-28,"SCG","Sydney","Geelong",NA,NA
"2019",162,"Round 19",2019-07-28,"Carrara Stadium","Gold Coast","Essendon",NA,NA
"2019",163,"Round 20",2019-08-02,"Docklands Stadium","North Melbourne","Hawthorn",NA,NA
"2019",164,"Round 20",2019-08-03,"Docklands Stadium","Essendon","Port Adelaide",NA,NA
"2019",165,"Round 20",2019-08-03,"Sydney Showground Stadium","Greater Western Sydney","Sydney",NA,NA
"2019",166,"Round 20",2019-08-03,"Perth Stadium","Fremantle","Geelong",NA,NA
"2019",167,"Round 20",2019-08-03,"MCG","Melbourne","Richmond",NA,NA
"2019",168,"Round 20",2019-08-03,"Adelaide Oval","Adelaide","St Kilda",NA,NA
"2019",169,"Round 20",2019-08-04,"MCG","Collingwood","Gold Coast",NA,NA
"2019",170,"Round 20",2019-08-04,"Docklands Stadium","Carlton","West Coast",NA,NA
"2019",171,"Round 20",2019-08-04,"Gabba","Brisbane Lions","Western Bulldogs",NA,NA
"2019",172,"Round 21",2019-08-09,"Manuka Oval","Greater Western Sydney","Hawthorn",NA,NA
"2019",173,"Round 21",2019-08-10,"MCG","Melbourne","Collingwood",NA,NA
"2019",174,"Round 21",2019-08-10,"Adelaide Oval","Port Adelaide","Sydney",NA,NA
"2019",175,"Round 21",2019-08-10,"Gabba","Brisbane Lions","Gold Coast",NA,NA
"2019",176,"Round 21",2019-08-10,"Docklands Stadium","Essendon","Western Bulldogs",NA,NA
"2019",177,"Round 21",2019-08-10,"Kardinia Park","Geelong","North Melbourne",NA,NA
"2019",178,"Round 21",2019-08-11,"Docklands Stadium","St Kilda","Fremantle",NA,NA
"2019",179,"Round 21",2019-08-11,"MCG","Richmond","Carlton",NA,NA
"2019",180,"Round 21",2019-08-11,"Perth Stadium","West Coast","Adelaide",NA,NA
"2019",181,"Round 22",2019-08-16,"MCG","Melbourne","Sydney",NA,NA
"2019",182,"Round 22",2019-08-17,"MCG","Carlton","St Kilda",NA,NA
"2019",183,"Round 22",2019-08-17,"Gabba","Brisbane Lions","Geelong",NA,NA
"2019",184,"Round 22",2019-08-17,"Adelaide Oval","Adelaide","Collingwood",NA,NA
"2019",185,"Round 22",2019-08-17,"Docklands Stadium","North Melbourne","Port Adelaide",NA,NA
"2019",186,"Round 22",2019-08-17,"Perth Stadium","Fremantle","Essendon",NA,NA
"2019",187,"Round 22",2019-08-18,"MCG","Richmond","West Coast",NA,NA
"2019",188,"Round 22",2019-08-18,"Sydney Showground Stadium","Greater Western Sydney","Western Bulldogs",NA,NA
"2019",189,"Round 22",2019-08-18,"Docklands Stadium","Hawthorn","Gold Coast",NA,NA
"2019",190,"Round 23",NA,"MCG","Richmond","Brisbane Lions",NA,NA
"2019",191,"Round 23",NA,"Perth Stadium","West Coast","Hawthorn",NA,NA
"2019",192,"Round 23",NA,"Bellerive Oval","North Melbourne","Melbourne",NA,NA
"2019",193,"Round 23",NA,"Carrara Stadium","Gold Coast","Greater Western Sydney",NA,NA
"2019",194,"Round 23",NA,"Adelaide Oval","Port Adelaide","Fremantle",NA,NA
"2019",195,"Round 23",NA,"Kardinia Park","Geelong","Carlton",NA,NA
"2019",196,"Round 23",NA,"MCG","Collingwood","Essendon",NA,NA
"2019",197,"Round 23",NA,"Eureka Stadium","Western Bulldogs","Adelaide",NA,NA
"2019",198,"Round 23",NA,"SCG","Sydney","St Kilda",NA,NA
