param,value
k,77.48248840235013
regress,0.46960119780972326
hga_vic,14.504507681395062
hga_nsw,10.462841656350827
hga_qld,13.640496888164682
hga_sa,23.760621488983258
hga_wa,24.7005155083992
hga_gee,32.1794234317845
hga_tas,8.89718071225793
hga_other,23.16937995247142
