param,value
k,79.3471095838673
regress,0.4804092400626382
hga_vic,14.608963180460353
hga_nsw,14.695323042238131
hga_qld,9.0922998738533245
hga_sa,22.114387141857776
hga_wa,35.54830729780444
hga_gee,36.99890043107369
hga_tas,7.67640059715359
hga_other,20.357614597813527
